,ApplicantEducationID,ApplicantID,DateStart,DateEnd,EducationInstituteName,Score,EducationLevelID,MajorID,Degree
0,1,3,2011-07-01 00:00:00.0000000,2016-01-01 00:00:00.0000000,ATMAJAYA YOGYAKARTA UNIVERSITY,3.01,2,7.0,True
1,2,4,2013-07-01 00:00:00.0000000,2017-10-01 00:00:00.0000000,UNIVERSITAS MUHAMMADIYAH SIDOARJO,3.37,2,4.0,True
2,3,8,2012-10-01 00:00:00.0000000,2016-02-01 00:00:00.0000000,STIE PERBANAS MALANG,328.0,2,7.0,True
3,4,11,0013-07-01 00:00:00.0000000,0016-08-01 00:00:00.0000000,AIRLANGGA UNIVERSITY,3.33,1,2.0,True
4,5,10,2009-05-01 00:00:00.0000000,2012-05-01 00:00:00.0000000,SMA NEGERI 5 KEDIRI,8.4,5,,False
5,6,18,2012-08-01 00:00:00.0000000,2016-02-01 00:00:00.0000000,UNIVERSITAS NEGERI MALANG,3.47,2,7.0,True
6,7,21,2009-06-01 00:00:00.0000000,2012-06-01 00:00:00.0000000,SMK NEGERI 3 SURABAYA,35.5,6,9.0,False
7,8,21,2014-10-01 00:00:00.0000000,2017-10-01 00:00:00.0000000,POLITEKNIK NSC SURABAYA,38.86,4,4.0,False
8,9,20,2013-05-01 00:00:00.0000000,2018-03-01 00:00:00.0000000,UNIVERSITAS 17 AGUSTUS 1945 SURABAYA,3.54,2,4.0,True
9,10,22,2007-08-01 00:00:00.0000000,2011-05-01 00:00:00.0000000,WIDYA MANDALA,335.0,2,7.0,True
10,11,22,2005-08-01 00:00:00.0000000,2007-05-01 00:00:00.0000000,PETRA 1,0.0,5,7.0,True
11,12,22,2003-08-01 00:00:00.0000000,2005-05-01 00:00:00.0000000,PETRA 1,0.0,7,7.0,True
12,13,22,1998-08-01 00:00:00.0000000,2003-05-01 00:00:00.0000000,PETRA 10,0.0,8,7.0,True
13,14,25,2015-08-01 00:00:00.0000000,2017-09-01 00:00:00.0000000,BUDI LUHUR JAKARTA,3.53,1,4.0,True
14,15,26,2011-09-01 00:00:00.0000000,2016-02-01 00:00:00.0000000,UNIVERSITAS AIRLANGGA,3.26,2,3.0,True
15,16,28,2012-07-01 00:00:00.0000000,2016-06-01 00:00:00.0000000,WIDYA MANDALA CATHOLIC UNIVERSITY,3.73,2,7.0,True
16,17,28,2012-06-01 00:00:00.0000000,2012-05-01 00:00:00.0000000,MATER AMABILIS VOCATIONAL HIGH SCHOOL,88.0,6,1.0,False
17,18,29,2015-01-01 00:00:00.0000000,2017-01-01 00:00:00.0000000,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,3.49,2,8.0,True
18,19,62,2013-08-01 00:00:00.0000000,2017-08-01 00:00:00.0000000,UNIVERSITAS DR. SOETOMO,339.0,2,,True
19,20,61,2011-07-01 00:00:00.0000000,2017-11-01 00:00:00.0000000,UNIVERSITAS JEMBER,3.04,2,6.0,True
20,21,63,2014-08-01 00:00:00.0000000,2018-02-01 00:00:00.0000000,UNIVERSITAS TRUNOJOYO MADURA,3.97,2,6.0,True
21,22,64,2012-08-01 00:00:00.0000000,2017-08-01 00:00:00.0000000,UNIVERSITAS HANG TUAH SURABAYA ,310.0,2,3.0,True
22,23,68,2013-05-01 00:00:00.0000000,2017-07-01 00:00:00.0000000,UNIVERSITAS AIRLANGGA,3.58,2,3.0,True
23,24,69,2012-05-01 00:00:00.0000000,2017-11-01 00:00:00.0000000,UNIVERSITAS AIRLANGGA,3.19,2,3.0,True
24,25,69,2009-05-01 00:00:00.0000000,2012-05-01 00:00:00.0000000,SMA N 2 PARE,8.5,5,,False
25,26,70,2014-08-01 00:00:00.0000000,2018-01-01 00:00:00.0000000,UNIVERSITAS BRAWIJAYA,3.61,2,4.0,True
26,27,75,2012-07-01 00:00:00.0000000,2017-12-01 00:00:00.0000000,UNIVERSITAS AIRLANGGA,3.23,2,3.0,False
27,28,72,2005-08-01 00:00:00.0000000,2010-08-01 00:00:00.0000000,THE LONDON SCHOOL OF PUBLIC RELATIONS,3.14,2,10.0,False
28,29,27,2008-06-01 00:00:00.0000000,2011-07-01 00:00:00.0000000,UNIKA WIDYA KARYA MALANG,3.49,4,5.0,True
29,30,95,2016-09-01 00:00:00.0000000,2018-02-01 00:00:00.0000000,POLITEKNIK ELEKTRONIKA NEGERI SURABAYA,3.7,3,4.0,True
30,31,95,2013-07-01 00:00:00.0000000,2016-09-01 00:00:00.0000000,POLITEKNIK ELEKTRONIKA NEGERI SURABAYA,3.22,4,4.0,True
31,32,95,2010-07-01 00:00:00.0000000,2013-06-01 00:00:00.0000000,SMAN 17 SURABAYA,53.95,5,,False
32,33,95,2007-07-01 00:00:00.0000000,2010-06-01 00:00:00.0000000,SMPN 12 SURABAYA,36.2,7,,False
33,34,95,2001-07-01 00:00:00.0000000,2007-06-01 00:00:00.0000000,SDN DR.SOETOMO VII/330 SURABAYA,30.76,8,,False
34,35,98,2013-08-01 00:00:00.0000000,2018-02-01 00:00:00.0000000,UNIVERSITAS TRUNOJOYO MADURA ,3.0,2,3.0,True
35,36,97,1999-04-01 00:00:00.0000000,2005-04-01 00:00:00.0000000,SDN 1 PRINGU,38.0,8,,True
36,37,97,2005-04-01 00:00:00.0000000,2008-04-01 00:00:00.0000000,SMPN 1 WAJAK,31.75,7,,True
37,38,97,2008-04-01 00:00:00.0000000,2011-04-01 00:00:00.0000000,SMKN 4 MALANG,33.03,6,4.0,True
38,39,97,2011-04-01 00:00:00.0000000,2015-12-01 00:00:00.0000000,UNIVERSITAS ISLAM NEGERI MAULANA MALIK IBRAHIM MALANG,3.53,2,3.0,True
39,40,107,2013-06-01 00:00:00.0000000,2017-06-01 00:00:00.0000000,UNTAG,3.28,2,8.0,True
40,41,119,2000-08-01 00:00:00.0000000,2005-02-01 00:00:00.0000000,AKSE WIDYA MANDALA SURABAYA,254.0,4,5.0,True
41,42,124,2002-09-01 00:00:00.0000000,2007-07-01 00:00:00.0000000,BHAYANGKARA SURABAYA,2.97,2,6.0,True
42,43,127,2013-08-01 00:00:00.0000000,2017-03-01 00:00:00.0000000,UNIVERSITAS SURABAYA,3.496,2,6.0,True
43,44,128,2013-08-01 00:00:00.0000000,2018-04-01 00:00:00.0000000,UNIVERSITAS SURABAYA,3.03,2,3.0,True
44,45,137,2009-07-01 00:00:00.0000000,2012-08-01 00:00:00.0000000,AIRLANGGA,3.15,4,2.0,True
45,46,134,2010-08-01 00:00:00.0000000,2014-08-01 00:00:00.0000000,UNIVERSITAS BRAWIJAYA,3.48,2,6.0,True
46,47,125,2014-09-01 00:00:00.0000000,2018-01-01 00:00:00.0000000,UNIVERSITAS BRAWIJAYA,363.0,2,4.0,True
47,48,144,0008-05-01 00:00:00.0000000,0013-01-01 00:00:00.0000000,UNIVERSITAS KRISTEN PETRA,276.0,2,4.0,True
48,49,148,2013-09-01 00:00:00.0000000,2018-03-01 00:00:00.0000000,INSTITUT BISNIS DAN INFORMATIKA STIKOM SURABAYA,3.62,2,4.0,True
49,50,153,2011-09-01 00:00:00.0000000,2018-01-01 00:00:00.0000000,AIRLANGGA UNIVERSITY,2.83,2,3.0,True
50,51,172,2008-06-01 00:00:00.0000000,2014-08-01 00:00:00.0000000,UNIVERSITAS AIRLANGGA SURABAYA,2.84,2,3.0,True
51,52,173,2011-07-01 00:00:00.0000000,2016-04-01 00:00:00.0000000,UNIVERSITAS NEGERI SURABAYA,3.18,2,3.0,True
52,53,176,2012-07-01 00:00:00.0000000,2015-11-01 00:00:00.0000000,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,3.36,2,3.0,True
53,54,178,2011-09-01 00:00:00.0000000,2015-04-01 00:00:00.0000000,UNIVERSITAS ISLAM INDONESIA,335.0,2,3.0,True
54,55,189,2007-08-01 00:00:00.0000000,2010-11-01 00:00:00.0000000,UNIVERSITAS MERDEKA MALANG,3.3,2,4.0,True
55,56,190,2013-09-01 00:00:00.0000000,2017-08-01 00:00:00.0000000,UNIVERSITAS BRAWIJAYA,343.0,2,7.0,True
56,57,193,2014-08-01 00:00:00.0000000,2018-01-01 00:00:00.0000000,UNIVERSITAS KATOLIK WIDYA MANDALA SURABAYA,3.49,2,10.0,False
57,58,195,2012-08-01 00:00:00.0000000,2016-08-01 00:00:00.0000000,UNIVERSITAS KRISTEN PETRA,342.0,2,,True
58,59,200,2012-06-01 00:00:00.0000000,2016-07-01 00:00:00.0000000,UNIVERSITAS SURABAYA,2.98,2,3.0,True
59,60,202,2004-08-01 00:00:00.0000000,2008-08-01 00:00:00.0000000,UNIVERSITAS WIJAYA KUSUMA SURABAYA,345.0,2,6.0,True
60,61,203,2009-05-01 00:00:00.0000000,2014-01-01 00:00:00.0000000,UNIVERSITAS SEBELAS MARET SURAKARTA,3.14,2,3.0,True
61,62,205,2013-08-01 00:00:00.0000000,2017-11-01 00:00:00.0000000,UNIVERSITAS NEGERI SURABAYA,2.93,2,7.0,True
62,63,212,2007-07-01 00:00:00.0000000,2013-11-01 00:00:00.0000000,SEKOLAH TINGGI ILMU EKONOMI INDONESIA STIESIA SURABAYA,276.0,2,2.0,True
63,64,232,2012-08-01 00:00:00.0000000,2017-06-01 00:00:00.0000000,UNIVERSITAS SURABAYA,3.07,2,2.0,True
64,65,233,2007-07-01 00:00:00.0000000,2011-09-01 00:00:00.0000000,"UNIVERSITAS DR, SOETOMO",275.0,2,2.0,True
65,66,239,2012-09-01 00:00:00.0000000,2016-12-01 00:00:00.0000000,UNIVERSITAS AIRLANGGA,315.0,2,7.0,True
66,67,241,2004-07-01 00:00:00.0000000,2007-10-01 00:00:00.0000000,UNIVERSITAS NEGERI SURABAYA,305.0,4,2.0,True
67,68,249,2011-09-01 00:00:00.0000000,2015-08-01 00:00:00.0000000,UNIVERSITAS AIRLANGGA,3.48,2,7.0,True
68,69,249,2008-07-01 00:00:00.0000000,2011-07-01 00:00:00.0000000,SMA NEGERI 4 SURABAYA,49.5,5,13.0,False
69,70,251,2005-06-01 00:00:00.0000000,2011-02-01 00:00:00.0000000,MUHAMMADIYAH UNIVERSITY OF MALANG,2.93,2,3.0,True
70,71,255,2007-09-01 00:00:00.0000000,2013-10-01 00:00:00.0000000,UNIVERSITAS DIPONEGORO,3.0,2,2.0,True
71,72,262,2012-07-01 00:00:00.0000000,2015-05-01 00:00:00.0000000,SMK NEGERI 4 BOJONEGORO,89.6,6,4.0,False
72,73,264,2013-09-01 00:00:00.0000000,2018-01-01 00:00:00.0000000,UNIVERSITAS NEGERI SURABAYA,307.0,2,,False
73,74,267,2013-06-01 00:00:00.0000000,2016-03-01 00:00:00.0000000,UNIVERSITAS NAROTAMA,3.0,2,4.0,True
74,75,268,2008-09-01 00:00:00.0000000,2015-09-01 00:00:00.0000000,UNIVERSITAS ISLAM KADIRI,2.86,2,7.0,True
75,76,271,2011-06-01 00:00:00.0000000,2016-08-01 00:00:00.0000000,POLITEKNIK ELEKTRONIKA NEGERI SURABAYA,3.48,3,4.0,True
76,77,275,2014-08-01 00:00:00.0000000,2018-02-01 00:00:00.0000000,UNIVERSITAS 17 AGUSTUS 1945 SURABAYA,3.78,2,7.0,True
77,78,281,2013-08-01 00:00:00.0000000,2017-08-01 00:00:00.0000000,UIN SUNAN AMPEL SURABAYA,3.47,2,,True
78,79,281,2010-07-01 00:00:00.0000000,2013-05-01 00:00:00.0000000,SMKN 2 BUDURAN,8.2,6,5.0,True
79,80,282,2009-06-01 00:00:00.0000000,2013-08-01 00:00:00.0000000,UNIV AIRLANGGA,2.7,2,7.0,True
80,81,282,2006-06-01 00:00:00.0000000,2009-08-01 00:00:00.0000000,POLTEK UBAYA,3.1,4,7.0,False
81,82,279,2012-09-01 00:00:00.0000000,2016-04-01 00:00:00.0000000,"UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAWA TIMUR",3.48,2,4.0,True
82,83,289,2006-08-01 00:00:00.0000000,2010-10-01 00:00:00.0000000,UNIVERSITAS NEGERI SURABAYA,308.0,4,4.0,True
83,84,290,2010-08-01 00:00:00.0000000,2014-03-01 00:00:00.0000000,UNIVERSITAS ISLAM BANDUNG,3.46,2,10.0,True
84,85,296,2005-07-01 00:00:00.0000000,2011-11-01 00:00:00.0000000,UNIVERSITAS ESA UNGGUL,29.0,2,10.0,True
85,86,304,2013-08-01 00:00:00.0000000,2017-04-01 00:00:00.0000000,TELKOM UNIVERSITY,3.62,2,10.0,True
86,87,306,2013-08-01 00:00:00.0000000,2017-02-01 00:00:00.0000000,UNIVERSITAS WIJAYA KUSUMA SURABAYA,3.2,2,,True
87,88,309,2014-08-01 00:00:00.0000000,2018-06-01 00:00:00.0000000,UNIVERSITAS BRAWIJAYA,3.73,2,,True
88,89,315,2009-08-01 00:00:00.0000000,2014-02-01 00:00:00.0000000,UNIVERSITAS SOERJO NGAWI,3.21,2,6.0,True
89,90,317,2014-07-01 00:00:00.0000000,2018-02-01 00:00:00.0000000,STIE PERBANAS SURABAYA,3.6,2,2.0,True
90,91,318,2009-06-01 00:00:00.0000000,2013-02-01 00:00:00.0000000,BRAWIJAYA UNIVERSITY,3.45,2,,True
91,92,320,2013-09-01 00:00:00.0000000,2017-08-01 00:00:00.0000000,SEKOLAH TINGGI TEKNIK PLN,364.0,2,8.0,True
92,93,301,2012-08-01 00:00:00.0000000,2016-03-01 00:00:00.0000000,UNIVERSITAS SURABAYA,3.24,2,2.0,True
93,94,311,2001-07-01 00:00:00.0000000,2006-01-01 00:00:00.0000000,BHAYANGKARA UNIVERSITY ,3.28,2,2.0,False
94,95,325,2001-06-01 00:00:00.0000000,2007-06-01 00:00:00.0000000,MUHAMMADIYAH 1 JEMBER,23.5,8,,False
95,96,325,2007-06-01 00:00:00.0000000,2010-05-01 00:00:00.0000000,SMP NEGERI 3 JEMBER,34.2,7,,False
96,97,325,2010-05-01 00:00:00.0000000,2013-05-01 00:00:00.0000000,SMA NEGERI 5 JEMBER,8.6,5,,False
97,98,325,2013-08-01 00:00:00.0000000,2016-08-01 00:00:00.0000000,POLITEKNIK NEGERI JEMBER,3.52,4,4.0,True
98,99,325,2016-08-01 00:00:00.0000000,2017-08-01 00:00:00.0000000,POLITEKNIK NEGERI MALANG,3.44,3,4.0,True
99,100,326,2006-08-01 00:00:00.0000000,2013-05-01 00:00:00.0000000,UGM,2.75,2,7.0,True
100,101,329,2010-08-01 00:00:00.0000000,2017-07-01 00:00:00.0000000,UNIVERSITAS NEGERI SURABAYA,2.98,2,7.0,True
101,102,329,2007-06-01 00:00:00.0000000,2010-06-01 00:00:00.0000000,SMA NEGERI 16 SURABAYA,54.22,5,13.0,True
102,103,330,2007-08-01 00:00:00.0000000,2014-07-01 00:00:00.0000000,UNIVERSITAS AIRLANGGA,2.86,2,3.0,True
103,104,332,2012-09-01 00:00:00.0000000,2016-05-01 00:00:00.0000000,STIE PERNAMAS SURABAYA,3.32,2,7.0,True
104,105,333,2013-06-01 00:00:00.0000000,2017-11-01 00:00:00.0000000,UNIVERSITAS HASYIM ASY'ARI TEBUIRENG,3.44,2,6.0,True
105,106,333,2009-06-01 00:00:00.0000000,2012-06-01 00:00:00.0000000,MA PP MADRASATUL QUR'AN - TEBUIRENG,7.6,5,13.0,True
106,107,322,2014-08-01 00:00:00.0000000,2018-03-01 00:00:00.0000000,UNIVERSITAS NEGERI JEMBER,3.67,2,6.0,True
107,108,347,2010-08-01 00:00:00.0000000,2013-08-01 00:00:00.0000000,SCHOOL OF COMMUNICATION AND SECRETARY TARAKANITA,3.05,4,5.0,True
108,109,348,2000-07-01 00:00:00.0000000,2006-06-01 00:00:00.0000000,UNIVERSITAS NEGERI SURABAYA,2.97,2,7.0,True
109,110,350,2005-07-01 00:00:00.0000000,2009-08-01 00:00:00.0000000,UNIVERSITAS AIRLANGGA,3.16,2,3.0,True
110,111,353,2010-08-01 00:00:00.0000000,2013-03-01 00:00:00.0000000,STIE PERBANAS SURABAYA,3.38,4,7.0,True
111,112,357,2011-08-01 00:00:00.0000000,2015-06-01 00:00:00.0000000,UNIVERSITAS PEMBANGUNAN NASIONAL VETERAN JAWA TIMUR,3.34,2,2.0,True
112,113,346,2014-08-01 00:00:00.0000000,2017-12-01 00:00:00.0000000,AKADEMI SEKRETARI WIDYA MANDALA SURABAYA,3.25,4,5.0,True
113,114,362,2013-08-01 00:00:00.0000000,2017-09-01 00:00:00.0000000,UNIVERSITAS 17 AGUSTUS 1945 SURABAYA,3.49,2,4.0,True
114,115,364,2013-08-01 00:00:00.0000000,2017-11-01 00:00:00.0000000,UNIVERSITAS ISLAM NEGERI MAULANA MALIK IBRAHIM MALANG,3.72,2,6.0,True
115,116,368,2007-06-01 00:00:00.0000000,2012-03-01 00:00:00.0000000,UNIVERSITAS NEGERI SURABAYA,3.36,2,3.0,True
116,117,370,2013-07-01 00:00:00.0000000,2017-07-01 00:00:00.0000000,UNIVERSITAS MUHAMMADIYAH MALANG,3.7,2,3.0,True
117,118,370,2011-06-01 00:00:00.0000000,2013-06-01 00:00:00.0000000,SMA N 2 UNGGULAN PANGKAJE'NE DAN KEPULAUAN,7.7,5,13.0,False
118,119,370,2008-06-01 00:00:00.0000000,2011-06-01 00:00:00.0000000,SMP IT SHAHWATUL IS'AD,7.9,7,,False
119,120,370,2002-06-01 00:00:00.0000000,2008-06-01 00:00:00.0000000,SD 3 SAMBUNG JAWA,18.45,8,,False
120,121,371,2015-06-01 00:00:00.0000000,2018-01-01 00:00:00.0000000,UNIVERSITAS SURABAYA,360.0,1,3.0,False
121,122,374,2013-09-01 00:00:00.0000000,2017-08-01 00:00:00.0000000,UNIVERSITAS BRAWIJAYA,3.26,2,7.0,True
122,123,373,2009-06-01 00:00:00.0000000,2012-06-01 00:00:00.0000000,SMK NEGERI 4 AMBON,6.4,6,4.0,False
123,124,373,2012-08-01 00:00:00.0000000,2018-01-01 00:00:00.0000000,UNIVERSITAS KRISTEN DUTA WACANA,2.98,2,4.0,True
124,125,295,2004-04-01 00:00:00.0000000,2009-02-01 00:00:00.0000000,UNIVERSITAS ISLAM MALANG,3.31,2,7.0,False
125,126,385,2011-07-01 00:00:00.0000000,2015-04-01 00:00:00.0000000,UNIVERSITAS BRAWIJAYA,3.59,2,6.0,True
126,127,387,2011-10-01 00:00:00.0000000,2015-10-01 00:00:00.0000000,"UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JATIM",347.0,2,4.0,True
127,128,395,2012-07-01 00:00:00.0000000,2017-10-01 00:00:00.0000000,INSTITUT BISNIS DAN INFORMATIKA STIKOM SURABAYA,3.33,2,4.0,True
128,129,400,2013-09-01 00:00:00.0000000,2018-02-01 00:00:00.0000000,INSTITUT BISNIS DAN INFORMATIKA STIKOM SURABAYA,3.49,2,4.0,True
129,130,402,2012-09-01 00:00:00.0000000,2016-11-01 00:00:00.0000000,UNIVERSITAS PGRI SEMARANG,321.0,2,7.0,True
130,131,388,2012-08-01 00:00:00.0000000,2017-04-01 00:00:00.0000000,UNIVERSITAS KATOLIK WIDYA MANDALA SURABAYA,3.16,2,7.0,True
131,132,403,2012-08-01 00:00:00.0000000,2015-10-01 00:00:00.0000000,POLITEKNIK ELEKTRONIKA NEGERI SURABAYA,3.34,4,9.0,True
132,133,404,2005-08-01 00:00:00.0000000,2009-09-01 00:00:00.0000000,UPN VETERAN JAWA TIMUR,3.56,2,10.0,True
133,134,405,2016-09-01 00:00:00.0000000,2018-03-01 00:00:00.0000000,POLITEKNIK ELEKTRONIKA NEGERI SURABAYA,3.53,3,,True
134,135,406,2012-09-01 00:00:00.0000000,2016-05-01 00:00:00.0000000,UNIVERSITAS BRAWIJAYA,3.62,2,7.0,True
135,136,399,2012-09-01 00:00:00.0000000,2017-08-01 00:00:00.0000000,UNIVERSITAS NAROTAMA,3.09,2,4.0,True
136,137,367,2004-06-01 00:00:00.0000000,2010-06-01 00:00:00.0000000,UNIVERSITAS SURABAYA,2.55,2,3.0,True
137,138,397,2007-07-01 00:00:00.0000000,2011-01-01 00:00:00.0000000,UNIVERSITAS NEGERI MALANG,3.55,2,5.0,False
138,139,409,2013-09-01 00:00:00.0000000,2017-11-01 00:00:00.0000000,UNIVERSITAS MUHAMMADIYAH MALANG,3.72,2,3.0,True
139,140,392,2001-07-01 00:00:00.0000000,2007-07-01 00:00:00.0000000,SD PL BERNARDUS,8.2,8,,False
140,141,392,2007-07-01 00:00:00.0000000,2010-07-01 00:00:00.0000000,SMP PL DOMENICO SAVIO,8.0,7,,False
141,142,392,2010-07-01 00:00:00.0000000,2013-07-01 00:00:00.0000000,SMA SEDES SAPIENTIAE,8.5,5,,False
142,143,392,2013-08-01 00:00:00.0000000,2018-03-01 00:00:00.0000000,UNIVERSITAS KRISTEN PETRA,2.75,2,8.0,False
143,144,405,2013-08-01 00:00:00.0000000,2016-08-01 00:00:00.0000000,POLITEKNIK ELEKTRONIKA NEGERI SURABAYA,3.48,4,,True
144,145,414,2014-08-01 00:00:00.0000000,2017-12-01 00:00:00.0000000,UNIVERSITAS NEGERI MALANG,3.57,2,7.0,True
145,146,422,2010-09-01 00:00:00.0000000,2017-04-01 00:00:00.0000000,UNIVERSITAS MERDEKA MALANG,3.01,2,6.0,True
146,147,417,2012-08-01 00:00:00.0000000,2017-09-01 00:00:00.0000000,UNIVERSITAS NEGERI JAKARTA,3.14,2,8.0,True
147,148,426,2014-09-01 00:00:00.0000000,2018-03-01 00:00:00.0000000,UNIVERSITAS BRAWIJAYA,3.62,2,6.0,True
148,149,427,2002-04-01 00:00:00.0000000,2010-02-01 00:00:00.0000000,UNIVERSITAS ISLAM BANDUNG,2.89,2,6.0,True
149,150,428,2009-09-01 00:00:00.0000000,2016-06-01 00:00:00.0000000,STIESIA SURABAYA,3.49,2,2.0,True
150,151,434,2013-08-01 00:00:00.0000000,2017-08-01 00:00:00.0000000,UNIVERSITAS BHAYANGKARA SURABAYA,3.42,2,6.0,True
151,152,439,2012-07-01 00:00:00.0000000,2014-02-01 00:00:00.0000000,AIRLANGGA SURABAYA,3.26,1,6.0,True
152,153,439,2007-07-01 00:00:00.0000000,2011-04-01 00:00:00.0000000,AIRLANGGA SURABAYA,3.32,2,6.0,True
153,154,398,2012-09-01 00:00:00.0000000,2012-03-01 00:00:00.0000000,INSTITUT BISNIS DAN INFORMATIKA STIKOM SURABAYA,346.0,2,4.0,True
154,155,445,2000-05-01 00:00:00.0000000,2006-04-01 00:00:00.0000000,SDN KEBON AGUNG 2,31.5,8,,True
155,156,445,2006-05-01 00:00:00.0000000,2009-06-01 00:00:00.0000000,SMPN 1 SUKODONO,32.5,7,,True
156,157,445,2009-06-01 00:00:00.0000000,2012-05-01 00:00:00.0000000,SMA MUHAMMADIYAH 2 SIDOARJO,54.5,5,13.0,True
157,158,445,2012-06-01 00:00:00.0000000,2016-04-01 00:00:00.0000000,UNIVERSITAS JEMBER,3.42,2,6.0,True
158,159,443,2011-07-01 00:00:00.0000000,2015-09-01 00:00:00.0000000,STIT AL-IBROHIMI,3.03,2,7.0,True
159,160,448,2014-08-01 00:00:00.0000000,2018-03-01 00:00:00.0000000,UNIVERSITAS SURABAYA,3.827,2,3.0,False
160,161,451,2010-10-01 00:00:00.0000000,2017-02-01 00:00:00.0000000,BRAWIJAYA UNIVERSITY,2.64,2,4.0,True
161,162,450,2003-09-01 00:00:00.0000000,2010-10-01 00:00:00.0000000,UNIVERSITAS HANG TUAH SURABAYA,2.6,2,3.0,True
162,163,449,2012-09-01 00:00:00.0000000,2017-03-01 00:00:00.0000000,SEKOLAH TINGGI INFORMATIKA DAN KOMPUTER INDONESIA,3.3,2,4.0,True
163,164,433,2012-08-01 00:00:00.0000000,2016-09-01 00:00:00.0000000,UNIVERSITY OF WIJAYA KUSUMA SURABAYA,3.66,2,6.0,True
164,165,454,2013-08-01 00:00:00.0000000,2018-03-01 00:00:00.0000000,UNIVERSITAS BRAWIJAYA,2.97,2,3.0,True
165,166,425,2008-07-01 00:00:00.0000000,2011-06-01 00:00:00.0000000,UNIVERSITAS PELITA HARAPAN SURABAYA,3.37,2,6.0,True
166,167,425,2011-07-01 00:00:00.0000000,2013-06-01 00:00:00.0000000,UNIVERSITAS PELITA HARAPAN SURABAYA,3.66,1,6.0,True
167,168,440,2009-07-01 00:00:00.0000000,2015-09-01 00:00:00.0000000,UPN VETERAN JATIM,285.0,2,4.0,False
168,169,461,2011-08-01 00:00:00.0000000,2018-03-01 00:00:00.0000000,UNIVERSITAS SURABAYA (UBAYA),2.3,2,6.0,False
169,170,463,2013-09-01 00:00:00.0000000,2018-02-01 00:00:00.0000000,UNIVERSITAS MUHAMMADIYAH SURAKARTA,3.11,2,6.0,True
170,171,464,2010-07-01 00:00:00.0000000,2014-04-01 00:00:00.0000000,STIE PERBANAS SURABAYA,3.47,2,2.0,True
171,172,455,2007-06-01 00:00:00.0000000,2011-08-01 00:00:00.0000000,UNIVERSITAS WR. SUPRATMAN SURABAYA,312.0,2,2.0,True
172,173,430,2007-08-01 00:00:00.0000000,2011-09-01 00:00:00.0000000,UNIVERSITAS BHAYANGKARA SURABAYA,3.3,2,6.0,True
173,174,473,2006-06-01 00:00:00.0000000,2011-10-01 00:00:00.0000000,UNIPA SBY,2.55,2,7.0,True
174,175,472,2007-07-01 00:00:00.0000000,2011-10-01 00:00:00.0000000,"UNIVERSITAS PEMBANGUNAN ""VETERAN"" JAKARTA",315.0,2,10.0,True
175,176,485,2012-09-01 00:00:00.0000000,2016-09-01 00:00:00.0000000,UIN SUNAN AMPEL SURABAYA,3.64,2,7.0,True
176,177,491,2013-07-01 00:00:00.0000000,2017-09-01 00:00:00.0000000,AIRLANGGA UNIVERSITY,3.6,2,6.0,True
177,178,495,2012-09-01 00:00:00.0000000,2017-07-01 00:00:00.0000000,UNIVERSITAS ISLAM INDONESIA,3.3,2,3.0,True
178,179,500,2013-09-01 00:00:00.0000000,2017-04-01 00:00:00.0000000,STIE URIP SUMOHARJO,385.0,2,2.0,True
179,180,505,2014-08-01 00:00:00.0000000,2018-12-01 00:00:00.0000000,UNIVERSITAS AIRLANGGA,3.41,2,3.0,True
180,181,510,2014-08-01 00:00:00.0000000,2017-08-01 00:00:00.0000000,TELKOM UNIVERSITY,3.4,4,4.0,False
181,182,512,2009-10-01 00:00:00.0000000,2012-10-01 00:00:00.0000000,STIKOM SURABAYA,3.6,4,5.0,False
182,183,514,2010-09-01 00:00:00.0000000,2017-08-01 00:00:00.0000000,BRAWIJAYA UNIVERSITY,3.12,2,10.0,True
183,184,519,2009-08-01 00:00:00.0000000,2014-02-01 00:00:00.0000000,PROF DR MOESTOPO (BERAGAMA),2.97,2,10.0,True
184,185,515,2013-08-01 00:00:00.0000000,2017-12-01 00:00:00.0000000,UNIKA WIDYA MANDALA SURABAYA,3.25,2,3.0,True
185,186,515,2006-07-01 00:00:00.0000000,2009-06-01 00:00:00.0000000,SMA KATOLIK DIPONEGORO BLITAR,41.9,5,,False
186,187,522,2017-07-01 00:00:00.0000000,2018-05-01 00:00:00.0000000,UNIVERSITAS AIRLANGGA,3.13,1,6.0,True
187,188,510,2011-07-01 00:00:00.0000000,2014-07-01 00:00:00.0000000,ANTARTIKA 2,8.3,6,4.0,False
188,189,510,2008-07-01 00:00:00.0000000,2011-07-01 00:00:00.0000000,HANG TUAH 5,8.3,7,,False
189,190,510,2002-06-01 00:00:00.0000000,2008-06-01 00:00:00.0000000,KALIPECABEAN,43.6,8,,False
190,191,526,2012-09-01 00:00:00.0000000,2016-11-01 00:00:00.0000000,SYIAH KUALA UNIVERSITY,3.32,2,3.0,True
191,192,527,2000-08-01 00:00:00.0000000,2007-06-01 00:00:00.0000000,"UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAWA TIMUR",2.79,2,,True
